barcode	sub_category_slug	top_category_id	source
3574661813875	fragrance-main	13	shufersal
3574661840345	fragrance-main	13	shufersal
3574661840390	fragrance-main	13	shufersal
3574661864297	fragrance-main	13	shufersal
3574669907729	fragrance-main	13	shufersal
3574669907767	fragrance-main	13	shufersal
3574669908481	fragrance-main	13	shufersal
3574669908665	fragrance-main	13	shufersal
3574669908948	fragrance-main	13	shufersal
3578061	fragrance-main	13	shufersal
3578108	fragrance-main	13	shufersal
3578177	fragrance-main	13	shufersal
3578833815018	makeup-main	14	shufersal
3578931	clothing-main	27	shufersal
3596200052705	fragrance-main	13	shufersal
3596200056116	household-main	19	shufersal
3596200056123	household-main	19	shufersal
3596204358476	fragrance-main	13	shufersal
3596204711394	household-main	19	shufersal
36000183399	fragrance-main	13	shufersal
36000516876	electronics-main	26	shufersal
36000516890	electronics-main	26	shufersal
3600520881799	household-main	19	shufersal
3600520932897	household-main	19	shufersal
3600521094341	organic-main	10	shufersal
3600521094358	organic-main	10	shufersal
3600521094365	organic-main	10	shufersal
3600521094372	organic-main	10	shufersal
3600521094389	organic-main	10	shufersal
3600521094419	organic-main	10	shufersal
3600521094457	organic-main	10	shufersal
3600521094471	organic-main	10	shufersal
3600521250051	organic-main	10	shufersal
3600521627402	household-main	19	shufersal
3600521720219	fragrance-main	13	shufersal
3600521821152	household-main	19	shufersal
3600522022893	organic-main	10	shufersal
3600522066798	household-main	19	shufersal
3600522150497	organic-main	10	shufersal
3600522203100	household-main	19	shufersal
3600522251750	fragrance-main	13	shufersal
3600522324300	fragrance-main	13	shufersal
3600522336884	household-main	19	shufersal
3600522368250	organic-main	10	shufersal
3600522480129	fragrance-main	13	shufersal
3600522634034	household-main	19	shufersal
3600522851288	household-main	19	shufersal
3600522862383	household-main	19	shufersal
3600522875208	household-main	19	shufersal
3600522875345	household-main	19	shufersal
3600523034482	fragrance-main	13	shufersal
3600523193141	organic-main	10	shufersal
3600523193158	organic-main	10	shufersal
3600523201303	fragrance-main	13	shufersal
3600523201310	fragrance-main	13	shufersal
3600523206834	fragrance-main	13	shufersal
3600523216086	fragrance-main	13	shufersal
3600523242641	fragrance-main	13	shufersal
3600523337712	organic-main	10	shufersal
3600523351497	household-main	19	shufersal
3600523364824	fragrance-main	13	shufersal
3600523373109	organic-main	10	shufersal
3600523428663	fragrance-main	13	shufersal
3600523500185	household-main	19	shufersal
3600523500192	household-main	19	shufersal
3600523500208	household-main	19	shufersal
3600523503285	household-main	19	shufersal
3600523560899	fragrance-main	13	shufersal
3600523591831	household-main	19	shufersal
3600523614400	household-main	19	shufersal
3600523614417	household-main	19	shufersal
3600523614431	household-main	19	shufersal
3600523614493	household-main	19	shufersal
3600523614509	household-main	19	shufersal
3600523614516	household-main	19	shufersal
3600523614523	household-main	19	shufersal
3600523633982	fragrance-main	13	shufersal
3600523643837	household-main	19	shufersal
3600523716470	fragrance-main	13	shufersal
3600523718597	fragrance-main	13	shufersal
3600523729029	household-main	19	shufersal
3600523755264	household-main	19	shufersal
3600523755660	organic-main	10	shufersal
3600523784509	household-main	19	shufersal
3600523802456	organic-main	10	shufersal
3600523816699	fragrance-main	13	shufersal
3600523873920	fragrance-main	13	shufersal
3600523936663	fragrance-main	13	shufersal
3600523937578	fragrance-main	13	shufersal
3600523937615	fragrance-main	13	shufersal
3600523951291	household-main	19	shufersal
3600523951444	household-main	19	shufersal
3600523951543	household-main	19	shufersal
3600523951598	household-main	19	shufersal
3600523953677	fragrance-main	13	shufersal
3600523959877	household-main	19	shufersal
3600523966776	organic-main	10	shufersal
3600523979578	organic-main	10	shufersal
3600524012601	fragrance-main	13	shufersal
3600524013370	fragrance-main	13	shufersal
3600524025540	fragrance-main	13	shufersal
3600524026639	household-main	19	shufersal
3600524026660	household-main	19	shufersal
3600524026691	household-main	19	shufersal
3600524026707	household-main	19	shufersal
3600524033699	organic-main	10	shufersal
3600524051211	fragrance-main	13	shufersal
3600524059064	organic-main	10	shufersal
3600524059071	organic-main	10	shufersal
3600524059088	organic-main	10	shufersal
3600524059095	organic-main	10	shufersal
3600524059101	organic-main	10	shufersal
3600524059118	organic-main	10	shufersal
3600524059132	organic-main	10	shufersal
3600524061340	organic-main	10	shufersal
3600524066475	fragrance-main	13	shufersal
3600524070021	household-main	19	shufersal
3600524070113	household-main	19	shufersal
3600524070595	fragrance-main	13	shufersal
3600524076078	pharmacy-main	16	shufersal
3600524104726	household-main	19	shufersal
3600524119300	fragrance-main	13	shufersal
3600524119829	fragrance-main	13	shufersal
3600524122645	fragrance-main	13	shufersal
3600524122775	fragrance-main	13	shufersal
3600524129019	pharmacy-main	16	shufersal
3600524134181	pharmacy-main	16	shufersal
3600524135386	organic-main	10	shufersal
3600524136987	household-main	19	shufersal
3600524150587	household-main	19	shufersal
3600524162511	fragrance-main	13	shufersal
3600524163075	living-room-main	23	shufersal
3600524163082	living-room-main	23	shufersal
3600524163099	living-room-main	23	shufersal
3600524163198	living-room-main	23	shufersal
3600524163204	living-room-main	23	shufersal
3600524165147	pharmacy-main	16	shufersal
3600524165222	pharmacy-main	16	shufersal
3600524166687	living-room-main	23	shufersal
3600524166694	living-room-main	23	shufersal
3600524167080	living-room-main	23	shufersal
3600524167097	living-room-main	23	shufersal
3600524167103	living-room-main	23	shufersal
3600524167134	living-room-main	23	shufersal
3600524169688	fragrance-main	13	shufersal
3600524172787	household-main	19	shufersal
3600524186234	fragrance-main	13	shufersal
3600524187569	living-room-main	23	shufersal
3600524190156	household-main	19	shufersal
3600524192556	household-main	19	shufersal
3600524196615	household-main	19	shufersal
3600524196776	household-main	19	shufersal
3600524197704	pharmacy-main	16	shufersal
3600524213817	fragrance-main	13	shufersal
3600524228132	household-main	19	shufersal
3600524229092	household-main	19	shufersal
3600524230180	living-room-main	23	shufersal
3600524230456	living-room-main	23	shufersal
3600524238667	household-main	19	shufersal
3600524242763	household-main	19	shufersal
3600524244415	fragrance-main	13	shufersal
3600524244538	household-main	19	shufersal
3600524244842	organic-main	10	shufersal
3600524245733	organic-main	10	shufersal
3600524245771	organic-main	10	shufersal
3600524245863	organic-main	10	shufersal
3600524246716	organic-main	10	shufersal
3600524246907	organic-main	10	shufersal
3600524263782	organic-main	10	shufersal
3600530625437	household-main	19	shufersal
3600530695850	household-main	19	shufersal
3600530695959	household-main	19	shufersal
3600530730308	household-main	19	shufersal
3600531084806	household-main	19	shufersal
3600531143459	household-main	19	shufersal
3600531293178	household-main	19	shufersal
3600531369361	household-main	19	shufersal
3600531384029	household-main	19	shufersal
3600531396831	household-main	19	shufersal
3600531411145	household-main	19	shufersal
3600531417734	household-main	19	shufersal
3600531429911	household-main	19	shufersal
3600531469412	household-main	19	shufersal
3600531511630	organic-main	10	shufersal
3600531511654	organic-main	10	shufersal
3600531511685	organic-main	10	shufersal
3600531511692	organic-main	10	shufersal
3600531512743	organic-main	10	shufersal
3600531531065	household-main	19	shufersal
3600531539900	organic-main	10	shufersal
3600531561277	household-main	19	shufersal
3600531584696	household-main	19	shufersal
3600531592325	household-main	19	shufersal
3600531592974	household-main	19	shufersal
3600531609689	household-main	19	shufersal
3600531630416	household-main	19	shufersal
3600531631062	household-main	19	shufersal
3600531631116	household-main	19	shufersal
3600531631161	household-main	19	shufersal
3600531631260	household-main	19	shufersal
3600531632717	household-main	19	shufersal
3600531638894	household-main	19	shufersal
3600531652425	organic-main	10	shufersal
3600531663407	organic-main	10	shufersal
3600531666651	household-main	19	shufersal
3600531669454	household-main	19	shufersal
3600531681319	household-main	19	shufersal
3600531686277	household-main	19	shufersal
3600531691776	household-main	19	shufersal
3600531692001	household-main	19	shufersal
3600531697419	household-main	19	shufersal
3600531699710	organic-main	10	shufersal
3600531699727	household-main	19	shufersal
3600531700379	fragrance-main	13	shufersal
3600531700386	fragrance-main	13	shufersal
3600531701802	household-main	19	shufersal
3600531701895	household-main	19	shufersal
3600531702038	household-main	19	shufersal
3600531702205	household-main	19	shufersal
3600531712600	household-main	19	shufersal
3600531715397	organic-main	10	shufersal
3600531716974	household-main	19	shufersal
3600531717179	household-main	19	shufersal
3600541029323	pharmacy-main	16	shufersal
3600541382930	pharmacy-main	16	shufersal
3600541402270	living-room-main	23	shufersal
3600541740006	living-room-main	23	shufersal
3600541928275	pharmacy-main	16	shufersal
3600542109796	pharmacy-main	16	shufersal
3600542232036	fragrance-main	13	shufersal
3600542309974	living-room-main	23	shufersal
3600542328647	fragrance-main	13	shufersal
3600542385091	living-room-main	23	shufersal
3600542385107	living-room-main	23	shufersal
3600542385220	living-room-main	23	shufersal
3600542385268	living-room-main	23	shufersal
3600542396608	pharmacy-main	16	shufersal
3600542399272	living-room-main	23	shufersal
3600542399340	living-room-main	23	shufersal
3600542415071	fragrance-main	13	shufersal
3600542415194	fragrance-main	13	shufersal
3600542431828	organic-main	10	shufersal
3600542431835	organic-main	10	shufersal
3600542431842	organic-main	10	shufersal
3600542431859	organic-main	10	shufersal
3600542431866	organic-main	10	shufersal
3600542431873	organic-main	10	shufersal
3600542431880	organic-main	10	shufersal
3600542431897	organic-main	10	shufersal
3600542431903	organic-main	10	shufersal
3600542431934	organic-main	10	shufersal
3600542431972	organic-main	10	shufersal
3600542431989	organic-main	10	shufersal
3600542431996	organic-main	10	shufersal
3600542432009	organic-main	10	shufersal
3600542432016	organic-main	10	shufersal
3600542432023	organic-main	10	shufersal
3600542432030	organic-main	10	shufersal
3600542432054	organic-main	10	shufersal
3600542432061	organic-main	10	shufersal
3600542449656	fragrance-main	13	shufersal
3600542450683	household-main	19	shufersal
3600542488013	pharmacy-main	16	shufersal
3600542513241	fragrance-main	13	shufersal
3600542538022	fragrance-main	13	shufersal
3600542541411	fragrance-main	13	shufersal
3600542541602	fragrance-main	13	shufersal
3600542566216	pharmacy-main	16	shufersal
3600542572927	fragrance-main	13	shufersal
3600542573023	fragrance-main	13	shufersal
3600542586047	pharmacy-main	16	shufersal
3600542586078	pharmacy-main	16	shufersal
3600542591539	organic-main	10	shufersal
3600542597876	fragrance-main	13	shufersal
3600542619103	fragrance-main	13	shufersal
3600542624770	fragrance-main	13	shufersal
3600542626750	fragrance-main	13	shufersal
3600542658461	fragrance-main	13	shufersal
3600542661720	pharmacy-main	16	shufersal
3600542662987	fragrance-main	13	shufersal
3600542663267	fragrance-main	13	shufersal
3605521034014	dairy-main	3	shufersal
3605521172525	electronics-main	26	shufersal
3605521816580	electronics-main	26	shufersal
3605521816658	electronics-main	26	shufersal
3605522040588	dairy-main	3	shufersal
3605522041486	electronics-main	26	shufersal
3605530314114	electronics-main	26	shufersal
3605530398381	household-main	19	shufersal
3605530741385	pharmacy-main	16	shufersal
3605530742221	pharmacy-main	16	shufersal
3605530742580	pharmacy-main	16	shufersal
3605530931663	living-room-main	23	shufersal
3605531812213	household-main	19	shufersal
3605532024844	pharmacy-main	16	shufersal
3605532026046	fragrance-main	13	shufersal
3605532286464	fragrance-main	13	shufersal
3605532533919	fragrance-main	13	shufersal
3605532612690	electronics-main	26	shufersal
3605532612768	electronics-main	26	shufersal
3605532612836	electronics-main	26	shufersal
3605532670270	fragrance-main	13	shufersal
3605532908724	pharmacy-main	16	shufersal
3605532971179	fragrance-main	13	shufersal
3605532972152	pharmacy-main	16	shufersal
3605532972640	fragrance-main	13	shufersal
3605532973623	fragrance-main	13	shufersal
3605533065785	pharmacy-main	16	shufersal
3605533114070	pharmacy-main	16	shufersal
3605533115817	pharmacy-main	16	shufersal
3605533230596	pharmacy-main	16	shufersal
3605533286555	electronics-main	26	shufersal
3605533303252	household-main	19	shufersal
3605533330142	household-main	19	shufersal
3605533330388	household-main	19	shufersal
3605971512575	dairy-main	3	shufersal
3605971967139	household-main	19	shufersal
3605972698742	dairy-main	3	shufersal
3605972793317	dairy-main	3	shufersal
3606000560833	household-main	19	shufersal
3607342635876	electronics-main	26	shufersal
3607346232385	electronics-main	26	shufersal
3608580109280	fragrance-main	13	shufersal
3608580109310	fragrance-main	13	shufersal
3608580162506	fragrance-main	13	shufersal
3608580162537	fragrance-main	13	shufersal
3608580162568	fragrance-main	13	shufersal
3608580162599	fragrance-main	13	shufersal
3608580162629	fragrance-main	13	shufersal
3608580730255	fragrance-main	13	shufersal
3612345679185	electronics-main	26	shufersal
3612345679208	electronics-main	26	shufersal
3612345679215	electronics-main	26	shufersal
3612345679239	electronics-main	26	shufersal
3612345679246	electronics-main	26	shufersal
3612345679253	dairy-main	3	shufersal
3612345679277	electronics-main	26	shufersal
3612345679284	electronics-main	26	shufersal
3612345679291	electronics-main	26	shufersal
3612345679307	electronics-main	26	shufersal
3612345679468	dairy-main	3	shufersal
3612345679543	electronics-main	26	shufersal
3612345680327	electronics-main	26	shufersal
3612345680532	dairy-main	3	shufersal
3612345680648	electronics-main	26	shufersal
3612345680655	electronics-main	26	shufersal
3612345680662	dairy-main	3	shufersal
3612345681232	electronics-main	26	shufersal
3612345681256	electronics-main	26	shufersal
3614223113347	electronics-main	26	shufersal
3614223519576	electronics-main	26	shufersal
3614223519613	electronics-main	26	shufersal
3614225296536	dairy-main	3	shufersal
3614226905963	electronics-main	26	shufersal
3614227391826	dairy-main	3	shufersal
3614227693876	electronics-main	26	shufersal
3614228838016	dairy-main	3	shufersal
3614228865784	organic-main	10	shufersal
3614228865814	organic-main	10	shufersal
3614228865821	organic-main	10	shufersal
3614228865852	organic-main	10	shufersal
3614228865869	organic-main	10	shufersal
3614228865883	organic-main	10	shufersal
3614229382129	dairy-main	3	shufersal
3614229820799	dairy-main	3	shufersal
3614229820805	dairy-main	3	shufersal
3614229820829	dairy-main	3	shufersal
3614229823806	dairy-main	3	shufersal
3614229828535	dairy-main	3	shufersal
3614229829006	electronics-main	26	shufersal
3614229829044	electronics-main	26	shufersal
3614270264900	fragrance-main	13	shufersal
3614270561634	electronics-main	26	shufersal
3614270866258	pharmacy-main	16	shufersal
3614270971235	household-main	19	shufersal
3614271413420	fragrance-main	13	shufersal
3614271437938	household-main	19	shufersal
3614271579423	electronics-main	26	shufersal
3614271682369	household-main	19	shufersal
3614271717092	dairy-main	3	shufersal
3614271755322	household-main	19	shufersal
3614271767356	household-main	19	shufersal
3614271768735	fragrance-main	13	shufersal
3614271986054	pharmacy-main	16	shufersal
3614271994806	electronics-main	26	shufersal
3614271994844	electronics-main	26	shufersal
3614272022942	fragrance-main	13	shufersal
3614272049161	fragrance-main	13	shufersal
3614272050358	dairy-main	3	shufersal
3614272126008	household-main	19	shufersal
3614272161795	household-main	19	shufersal
3614272225718	dairy-main	3	shufersal
3614272227026	pharmacy-main	16	shufersal
3614272284593	pharmacy-main	16	shufersal
3614272313545	household-main	19	shufersal
3614272453104	household-main	19	shufersal
3614272623538	pharmacy-main	16	shufersal
3614272648333	dairy-main	3	shufersal
3614272648401	electronics-main	26	shufersal
3614272648418	electronics-main	26	shufersal
3614272648425	electronics-main	26	shufersal
3614272761452	dairy-main	3	shufersal
3614272761469	dairy-main	3	shufersal
3614272828032	household-main	19	shufersal
3614272828841	household-main	19	shufersal
3614272860377	pharmacy-main	16	shufersal
3614272907676	electronics-main	26	shufersal
3614272907690	electronics-main	26	shufersal
3614272992054	electronics-main	26	shufersal
3614273066365	household-main	19	shufersal
3614273069175	electronics-main	26	shufersal
3614273069557	electronics-main	26	shufersal
3614273070249	dairy-main	3	shufersal
3614273073899	electronics-main	26	shufersal
3614273074452	household-main	19	shufersal
3614273128971	dairy-main	3	shufersal
3614273250665	household-main	19	shufersal
3614273261401	electronics-main	26	shufersal
3614273261425	dairy-main	3	shufersal
3614273307536	household-main	19	shufersal
3614273307963	household-main	19	shufersal
3614273308281	household-main	19	shufersal
3614273321891	electronics-main	26	shufersal
3614273336383	dairy-main	3	shufersal
3614273346498	pharmacy-main	16	shufersal
3614273347839	electronics-main	26	shufersal
3614273348386	household-main	19	shufersal
3614273357197	electronics-main	26	shufersal
3614273370257	household-main	19	shufersal
3614273431194	household-main	19	shufersal
3614273436359	household-main	19	shufersal
3614273436656	household-main	19	shufersal
3614273476164	electronics-main	26	shufersal
3614273476287	electronics-main	26	shufersal
3614273478755	dairy-main	3	shufersal
3614273521307	dairy-main	3	shufersal
3614273544962	dairy-main	3	shufersal
3614273597470	household-main	19	shufersal
3614273604888	electronics-main	26	shufersal
3614273604932	dairy-main	3	shufersal
3614273605069	dairy-main	3	shufersal
3614273628983	dairy-main	3	shufersal
3614273635424	pharmacy-main	16	shufersal
3614273636384	dairy-main	3	shufersal
3614273636513	dairy-main	3	shufersal
3614273638852	dairy-main	3	shufersal
3614273642286	household-main	19	shufersal
3614273660440	pharmacy-main	16	shufersal
3614273668743	dairy-main	3	shufersal
3614273672054	electronics-main	26	shufersal
3614273672412	dairy-main	3	shufersal
3614273675833	household-main	19	shufersal
3614273683401	dairy-main	3	shufersal
3614273719599	fragrance-main	13	shufersal
3614273734875	electronics-main	26	shufersal
3614273747257	household-main	19	shufersal
3614273760164	electronics-main	26	shufersal
3614273764926	electronics-main	26	shufersal
3614273768832	dairy-main	3	shufersal
3614273774413	fragrance-main	13	shufersal
3614273776127	electronics-main	26	shufersal
3614273790826	dairy-main	3	shufersal
3614273790840	electronics-main	26	shufersal
3614273792349	household-main	19	shufersal
3614273852807	dairy-main	3	shufersal
3614273852814	dairy-main	3	shufersal
3614273863360	electronics-main	26	shufersal
3614273872287	dairy-main	3	shufersal
3614273887915	dairy-main	3	shufersal
3614273898478	dairy-main	3	shufersal
3614273924030	electronics-main	26	shufersal
3614273924061	fragrance-main	13	shufersal
3614273927321	electronics-main	26	shufersal
3614273927338	electronics-main	26	shufersal
3614273927352	electronics-main	26	shufersal
3614273927932	electronics-main	26	shufersal
3614273947763	electronics-main	26	shufersal
3614273953696	dairy-main	3	shufersal
3614273954167	dairy-main	3	shufersal
3614273955546	dairy-main	3	shufersal
3614273961707	electronics-main	26	shufersal
3614273987714	household-main	19	shufersal
3614273988452	household-main	19	shufersal
3614274000597	electronics-main	26	shufersal
3614274024760	electronics-main	26	shufersal
3614274024807	dairy-main	3	shufersal
3614274025637	dairy-main	3	shufersal
3614274040067	dairy-main	3	shufersal
3614274062908	fragrance-main	13	shufersal
3614274066999	electronics-main	26	shufersal
3614274076776	electronics-main	26	shufersal
3614274089356	dairy-main	3	shufersal
3614274097887	household-main	19	shufersal
3614274104370	electronics-main	26	shufersal
3614274110081	household-main	19	shufersal
3614274110470	household-main	19	shufersal
3614274114645	dairy-main	3	shufersal
3614274142341	pharmacy-main	16	shufersal
3614274142358	pharmacy-main	16	shufersal
3614274142624	fragrance-main	13	shufersal
3614274143751	dairy-main	3	shufersal
3614274145250	pharmacy-main	16	shufersal
3614274150926	electronics-main	26	shufersal
3614274151701	electronics-main	26	shufersal
3614274158458	fragrance-main	13	shufersal
3614274158465	fragrance-main	13	shufersal
3614274158540	fragrance-main	13	shufersal
3614274160659	pharmacy-main	16	shufersal
3614274160697	household-main	19	shufersal
3614274162943	pharmacy-main	16	shufersal
3614274169775	household-main	19	shufersal
3614274170191	pharmacy-main	16	shufersal
3614274170207	pharmacy-main	16	shufersal
3614274172997	dairy-main	3	shufersal
3614274184631	dairy-main	3	shufersal
3614274187939	household-main	19	shufersal
3614274192278	electronics-main	26	shufersal
3614274195026	household-main	19	shufersal
3614274195453	household-main	19	shufersal
3614274219579	dairy-main	3	shufersal
3614274231236	pharmacy-main	16	shufersal
3614274241006	electronics-main	26	shufersal
3614274266801	dairy-main	3	shufersal
3614274266917	dairy-main	3	shufersal
3614274280166	fragrance-main	13	shufersal
3614274280197	fragrance-main	13	shufersal
3614274280760	household-main	19	shufersal
3614274292848	dairy-main	3	shufersal
3614274299212	electronics-main	26	shufersal
3614274299229	electronics-main	26	shufersal
3614274305401	electronics-main	26	shufersal
3614274308464	pharmacy-main	16	shufersal
3614274329384	dairy-main	3	shufersal
3614274338409	household-main	19	shufersal
3614274338874	household-main	19	shufersal
3614274338881	household-main	19	shufersal
3614274340921	pharmacy-main	16	shufersal
3614274344677	household-main	19	shufersal
3614274350739	dairy-main	3	shufersal
3614274350753	electronics-main	26	shufersal
3614274354898	pharmacy-main	16	shufersal
3614274368116	pharmacy-main	16	shufersal
3614274382662	household-main	19	shufersal
3614274393552	household-main	19	shufersal
3614274393590	household-main	19	shufersal
3614274397253	electronics-main	26	shufersal
3614274420364	fragrance-main	13	shufersal
3614274427332	pharmacy-main	16	shufersal
3614274473957	pharmacy-main	16	shufersal
3614274479096	dairy-main	3	shufersal
3614274479720	electronics-main	26	shufersal
3614274485004	dairy-main	3	shufersal
3614274488005	electronics-main	26	shufersal
3614274488760	household-main	19	shufersal
3614274492163	dairy-main	3	shufersal
3614274510089	electronics-main	26	shufersal
3614274510133	electronics-main	26	shufersal
3614274521238	electronics-main	26	shufersal
3614274521368	electronics-main	26	shufersal
3614274624380	dairy-main	3	shufersal
3614274626858	electronics-main	26	shufersal
3614274626872	dairy-main	3	shufersal
3614274633269	fragrance-main	13	shufersal
3614274633276	fragrance-main	13	shufersal
3614274644449	dairy-main	3	shufersal
3614274652574	pharmacy-main	16	shufersal
3614274653410	pharmacy-main	16	shufersal
3614274661729	electronics-main	26	shufersal
3614274668278	pharmacy-main	16	shufersal
3614274708400	dairy-main	3	shufersal
3614274718546	household-main	19	shufersal
3614274735994	electronics-main	26	shufersal
3614274747058	dairy-main	3	shufersal
3614274747133	pharmacy-main	16	shufersal
3614274750164	electronics-main	26	shufersal
3614274752717	electronics-main	26	shufersal
3614274770421	pharmacy-main	16	shufersal
3614274798203	dairy-main	3	shufersal
3614274798319	electronics-main	26	shufersal
3614274800050	fragrance-main	13	shufersal
3614274800067	fragrance-main	13	shufersal
3614274800210	household-main	19	shufersal
3614274801309	pharmacy-main	16	shufersal
3614274801323	pharmacy-main	16	shufersal
3614274801330	fragrance-main	13	shufersal
3614274801392	pharmacy-main	16	shufersal
3614274801927	fragrance-main	13	shufersal
3614274831573	household-main	19	shufersal
3614274874785	household-main	19	shufersal
3616301794608	dairy-main	3	shufersal
3616301794639	electronics-main	26	shufersal
3616301975755	electronics-main	26	shufersal
3616302020652	electronics-main	26	shufersal
3616302022472	electronics-main	26	shufersal
3616302023707	electronics-main	26	shufersal
3616302038633	electronics-main	26	shufersal
3616302078622	organic-main	10	shufersal
3616302514298	electronics-main	26	shufersal
3616302681082	dairy-main	3	shufersal
3616303173098	dairy-main	3	shufersal
3616303445256	electronics-main	26	shufersal
3616303445287	dairy-main	3	shufersal
3616303445584	electronics-main	26	shufersal
3616303475437	electronics-main	26	shufersal
3616304061943	electronics-main	26	shufersal
3616304062490	dairy-main	3	shufersal
3616304175893	dairy-main	3	shufersal
3616304247644	dairy-main	3	shufersal
3616304248825	electronics-main	26	shufersal
3616304249716	electronics-main	26	shufersal
3616304252921	electronics-main	26	shufersal
3616304679445	dairy-main	3	shufersal
3616304691645	dairy-main	3	shufersal
3616304929588	dairy-main	3	shufersal
3616304967122	electronics-main	26	shufersal
3616305040527	electronics-main	26	shufersal
3616305040572	dairy-main	3	shufersal
3616305040619	dairy-main	3	shufersal
3616305040633	dairy-main	3	shufersal
3616305160584	dairy-main	3	shufersal
3616305169273	electronics-main	26	shufersal
3616305181060	electronics-main	26	shufersal
3616305186119	electronics-main	26	shufersal
3616305259431	dairy-main	3	shufersal
3616305259448	electronics-main	26	shufersal
3616305265661	dairy-main	3	shufersal
3616305271563	electronics-main	26	shufersal
3616305275745	electronics-main	26	shufersal
3616305480620	dairy-main	3	shufersal
3616305488640	electronics-main	26	shufersal
3616305616128	dairy-main	3	shufersal
3616305638083	dairy-main	3	shufersal
3616305821089	dairy-main	3	shufersal
3616305880604	dairy-main	3	shufersal
3616305931160	dairy-main	3	shufersal
3616305931177	dairy-main	3	shufersal
3616305943019	electronics-main	26	shufersal
3616305947291	electronics-main	26	shufersal
3616305947345	electronics-main	26	shufersal
3616305965639	electronics-main	26	shufersal
3616306096202	dairy-main	3	shufersal
3616306110885	electronics-main	26	shufersal
3616306115934	electronics-main	26	shufersal
3616306690271	electronics-main	26	shufersal
3616306690295	electronics-main	26	shufersal
3616306701939	electronics-main	26	shufersal
3616306701953	electronics-main	26	shufersal
3616306701960	electronics-main	26	shufersal
3616306970663	electronics-main	26	shufersal
3616306976207	electronics-main	26	shufersal
3616307200189	dairy-main	3	shufersal
3616307390491	dairy-main	3	shufersal
363011	clothing-main	27	shufersal
3632473	meat-main	4	shufersal
363462	clothing-main	27	shufersal
363486	clothing-main	27	shufersal
3643004	fragrance-main	13	shufersal
3643325	fragrance-main	13	shufersal
3643387	fragrance-main	13	shufersal
3643684	fragrance-main	13	shufersal
3643714	fragrance-main	13	shufersal
3643745	fragrance-main	13	shufersal
3643752	fragrance-main	13	shufersal
3643769	fragrance-main	13	shufersal
3643776	fragrance-main	13	shufersal
3643806	fragrance-main	13	shufersal
3643820	fragrance-main	13	shufersal
3648207	meat-main	4	shufersal
3648276	meat-main	4	shufersal
365046	clothing-main	27	shufersal
365107	clothing-main	27	shufersal
365398	clothing-main	27	shufersal
365909	clothing-main	27	shufersal
3661434000072	household-main	19	shufersal
3661434000089	organic-main	10	shufersal
3661434000515	household-main	19	shufersal
3661434003691	household-main	19	shufersal
3661434004421	household-main	19	shufersal
3661434004575	household-main	19	shufersal
3661434004728	organic-main	10	shufersal
3661434004735	household-main	19	shufersal
3661434004742	household-main	19	shufersal
3661434004858	household-main	19	shufersal
3661434005008	household-main	19	shufersal
3661434005015	household-main	19	shufersal
3661434005435	organic-main	10	shufersal
3661434005459	household-main	19	shufersal
3661434005503	household-main	19	shufersal
3661434005862	household-main	19	shufersal
3661434005916	household-main	19	shufersal
3661434005923	household-main	19	shufersal
3661434006548	household-main	19	shufersal
3661434006968	household-main	19	shufersal
3661434008788	organic-main	10	shufersal
3661434009310	living-room-main	23	shufersal
3661434009334	household-main	19	shufersal
3661434009495	household-main	19	shufersal
3661434009525	household-main	19	shufersal
3661434009693	household-main	19	shufersal
3661434009754	household-main	19	shufersal
3661434009761	household-main	19	shufersal
3661434009778	household-main	19	shufersal
3661434009785	household-main	19	shufersal
3661434009792	household-main	19	shufersal
3661434009815	household-main	19	shufersal
3661434009990	household-main	19	shufersal
3661434010026	household-main	19	shufersal
3661434010033	household-main	19	shufersal
3661434010057	household-main	19	shufersal
3661434010064	household-main	19	shufersal
3661434010088	household-main	19	shufersal
3661434010101	household-main	19	shufersal
3661434010118	household-main	19	shufersal
3661434010125	household-main	19	shufersal
3661434011924	household-main	19	shufersal
3661434011931	household-main	19	shufersal
3661434011962	living-room-main	23	shufersal
3661434011979	household-main	19	shufersal
3661434014116	household-main	19	shufersal
3661434014123	household-main	19	shufersal
3661434018947	household-main	19	shufersal
3661434018954	household-main	19	shufersal
3661434023422	household-main	19	shufersal
3661434023453	household-main	19	shufersal
3661434023484	household-main	19	shufersal
3661434023491	household-main	19	shufersal
3661434027512	household-main	19	shufersal
3661434027901	household-main	19	shufersal
3661434028014	household-main	19	shufersal
3663555004120	pets-main	18	shufersal
3663555004137	pets-main	18	shufersal
3663555004144	pets-main	18	shufersal
3663555004151	pets-main	18	shufersal
3663555004175	pets-main	18	shufersal
3663555004182	pets-main	18	shufersal
3663555004199	pets-main	18	shufersal
3663555004205	pets-main	18	shufersal
3663555004229	pets-main	18	shufersal
3663555004236	pets-main	18	shufersal
3663555004243	pets-main	18	shufersal
3663555004939	pets-main	18	shufersal
3663555004960	pets-main	18	shufersal
3663555004991	pets-main	18	shufersal
3664492017969	living-room-main	23	shufersal
3664944523338	kitchen-main	20	shufersal
3676316	organic-main	10	shufersal
3681334	fragrance-main	13	shufersal
3681716	fragrance-main	13	shufersal
369037	clothing-main	27	shufersal
369341	clothing-main	27	shufersal
369365	clothing-main	27	shufersal
369617	clothing-main	27	shufersal
369709	clothing-main	27	shufersal
3700135002470	electronics-main	26	shufersal
