# KAN-29: a product's display name, decided once by a human and then kept -
# never recomputed from whichever chain's file happens to sort last, and
# never one of the eleven chains' names truncated at 20 characters.
#
# Columns: barcode, name, source, decided_at (tab-separated, UTF-8, no
# header on the data rows below - this comment block is skipped by the
# loader because it starts with '#'). `source` names where the evidence
# came from (a chain id, "pricez", "manual", ...), not a person, so it
# survives a re-review. `decided_at` is the date (YYYY-MM-DD) the row was
# accepted, not when the candidate was first seen.
#
# This file has room to grow: a later column (brand, size, unit, image URL,
# category) is appended after decided_at, never inserted before it, and
# existing rows are left with only four fields until they are backfilled -
# scripts/build_app_db.py's load_product_names() only unpacks the first
# four fields and ignores the rest, so old rows and old readers both keep
# working. Teaching the build to use a new column is a separate change to
# that function, not to this file's shape.
5029053510828	קוטקס תחבושות סופר 22 יח	chains-35318063298	2026-09-18
5029053535227	16טמפו.קוטקס מוליך נורמ.	chains-35318063298	2026-09-18
5411188112709	אלפרו משקה שקדים ללא סוכר 1 ליטר	chains-35318063298	2026-09-18
5411188127697	אלפרו בריסטה שיבולת שועל 1 ליטר	chains-35318063298	2026-09-18
5904941751920	בלו דיי משקה אנרגיה250מ	chains-35318063298	2026-09-18
7290000065335	מנה חמה פירה וירקות 12*55גרם	chains-35318063298	2026-09-18
7290000065557	מנה חמה קוסקוס ירקות בדצ	chains-35318063298	2026-09-18
7290000067599	מנה חמה ספגטי בולונז 12*65גרם	chains-35318063298	2026-09-18
7290000178707	תפוצ'יפס טבעי 50 גרם	chains-35318063298	2026-09-18
7290000346199	תה פירות יער 25 שקיקים	chains-35318063298	2026-09-18
7290000412481	"מנקה אסלות ""00"" 1 ליטר"	chains-35318063298	2026-09-18
7290001305188	"פלמוליב כלים שקוף לימון 750 מ""ל"	chains-35318063298	2026-09-18
7290003387205	ספיד סטיק בסיסי ירוק רגיל 50 גר	chains-35318063298	2026-09-18
7290004078942	ליידי ספיד סטיק גל בסיסי מרענן 65ג	chains-35318063298	2026-09-18
7290004125578	משקה סויה מועשר 1 ליטר	chains-35318063298	2026-09-18
7290005423635	ריצפז פלוס דוחה תיקנים2ל	chains-35318063298	2026-09-18
7290010116348	מיקס מעורב מגדים 390 גר' חדש	chains-35318063298	2026-09-18
7290011018184	"פיוז טי בטעם אפרסק, 500 מ""ל יצרן/מותג: פיוז טי"	chains-35318063298	2026-09-18
7290013269003	מרכך מרוכז בייבי 1ליטר 40	chains-35318063298	2026-09-18
7290013269621	ריצפז פרש הום בניחוח מלון בוטיק	chains-35318063298	2026-09-18
7290013358530	מאסטר שף אסייאתי רוטב צ'ילי מתוק 700 מל	chains-35318063298	2026-09-18
7290014002203	לימונית ולואיזה הגן הקסום	chains-35318063298	2026-09-18
7290106574953	בייגלה שטוחים שומשום300ג	chains-35318063298	2026-09-18
7290106721913	צנצנת מנטה מרעננת לל 66 גר	chains-35318063298	2026-09-18
7290112004413	מסיר כתמים ספריי כביסה לבנה	chains-35318063298	2026-09-18
7290112005649	וניש ג'ל 2.75 ל' מולטי-פאוור לכביסה צבעונית	chains-35318063298	2026-09-18
7290112492630	"פינוק 3 ב-1 לגבר 700 מ""ל"	chains-35318063298	2026-09-18
7290112493293	נמס בכוס מרק ירקות, זוג 2 * 22 גרם יצרן/מותג: קנור	chains-35318063298	2026-09-18
7290112494238	קליק כדורים חלב 65 גר'	chains-35318063298	2026-09-18
7290112499455	"פינוק תחליב רחצה מרוקאי 700 מ""ל"	chains-35318063298	2026-09-18
7290112966803	אסם פודינג אינסטנט שוקולד 12*88גרם	chains-35318063298	2026-09-18
7290117389317	מאסטר שף תבשיל אישי בטעם בקר 60 גרם	chains-35318063298	2026-09-18
72991008	פסק זמן קלאסיק מגדים/24חט./45גר	chains-35318063298	2026-09-18
8006540544068	ג'ילט קליר גל קול וייב 70מל חדש	chains-35318063298	2026-09-18
8445291451728	קפסולות קפה סטארבקס ריסטרטו שוט	chains-35318063298	2026-09-18
3387390525960	דגני בוקר קראנץ' בטעם שוקולד 500 גרם	chains-35318063298	2026-09-18
3574669908665	גונסון בייבי אל סבון לפני שינה 750 חדש	chains-35318063298	2026-09-18
4002448017684	סיליט באנג ספריי רב שימושי 750מל	chains-35318063298	2026-09-18
4009900482967	סוכריות סקיטלס בטעם פירות	chains-35318063298	2026-09-18
5906485301012	"משקה אנרגיה XL פחית 250 מ""ל"	chains-35318063298	2026-09-18
7290000043890	רויון 1.5% בקרטון 1ל	chains-35318063298	2026-09-18
7290000060217	אסם פסטה מקרוני אטלקי 24*500גרם	chains-35318063298	2026-09-18
7290000060248	אסם פסטה תלתלים 12*500גרם	chains-35318063298	2026-09-18
7290000060408	פתיתים אפויים טבעות אסם	chains-35318063298	2026-09-18
7290000060781	אסם פסטה מסולסלים אטלקי 12*500גרם	chains-35318063298	2026-09-18
7290000060842	אסם פסטה צדפים גדולים 12*500גרם	chains-35318063298	2026-09-18
7290000060880	פסטה ספגטי מס 8 אסם 500ג	chains-35318063298	2026-09-18
7290000060972	אסם אטריות דקיקות 12*400גרם	chains-35318063298	2026-09-18
7290000061245	אסם עוגיות שוקוצ'יפס ממולאות 12*220גרם	chains-35318063298	2026-09-18
7290000064871	מנה חמה פירה תפוא.ובצל 12*56גרם	chains-35318063298	2026-09-18
7290000077253	לחמית כפרית 190 גרם	chains-35318063298	2026-09-18
7290000078762	אסם חטיפי פריכונים אורז ודבש 14*80גרם	chains-35318063298	2026-09-18
7290000137643	מאגדת טעמקור שוקו וניל 8 יח שטראוס	chains-35318063298	2026-09-18
7290000144474	שמן קנולה בריאות מהטבע 1 ליטר	chains-35318063298	2026-09-18
7290000176079	קפה עלית טורקי עם הל	chains-35318063298	2026-09-18
7290000195537	האגיס - דיילי קר מגבונים לחים ללא בישום 56 יח' * רביעייה	chains-35318063298	2026-09-18
7290000197425	חיתולים פרידום דריי סטנדרט מידה 3 46 יח' האגיס	chains-35318063298	2026-09-18
7290000197456	חיתולים פרידום דריי שלב 4 האגיס	chains-35318063298	2026-09-18
7290000197463	חיתולים פרידום דריי סטנדרט מידה 4+ 36יח' האגיס	chains-35318063298	2026-09-18
7290000197548	חיתולים פרידום דריי שלב 5 האגיס	chains-35318063298	2026-09-18
7290000199313	תחבושות קוטקס יאנג 28 יח	chains-35318063298	2026-09-18
7290000263359	חיתולים האגיס אקסטרה קייר שלב 1 - 40 יחידות	chains-35318063298	2026-09-18
7290000272696	מיץ לימון משומר עסיס 1 ליטר	chains-35318063298	2026-09-18
7290001817728	ציטוס כאפה קטשופ 55 גרם	chains-35318063298	2026-09-18
7290002331124	נביעות טעם תפוח עדין500מ	chains-35318063298	2026-09-18
7290002824183	סקי גבינה לבנה 5% 500 גר	chains-35318063298	2026-09-18
7290002824640	סקי גבינה לבנה 5% 250 גר	chains-35318063298	2026-09-18
7290004127800	גבינה לבנה 5% תנובה 500 גרם	chains-35318063298	2026-09-18
7290004130794	משקה סויה במתיקות מופחתת 1 ליטר אלטרנטיב	chains-35318063298	2026-09-18
7290004584528	דנונה ביו לבן 1.7% 200 גרם	chains-35318063298	2026-09-18
7290005084355	משחת שיניים סנסודיין דואל קייר	chains-35318063298	2026-09-18
7290005423253	"מקסימה למייבש פרש 750מ""ל"	chains-35318063298	2026-09-18
7290005838002	דניאלה מעדן גבינה 88 גרם	chains-35318063298	2026-09-18
7290006251275	תה ויסוצקי ירוק סיני	chains-35318063298	2026-09-18
7290006374738	קונפיטורת תות  340 גרם	chains-35318063298	2026-09-18
7290008693134	דניאלה תות מוקצף5% 88גרם	chains-35318063298	2026-09-18
7290012938580	מש.סנסודיין הלבנה עדינ75	chains-35318063298	2026-09-18
7290013268990	מקסימה מרכך מרוכז ביו1ל	chains-35318063298	2026-09-18
7290019056300	שוופס ביטר למון 1.5 ל'	chains-35318063298	2026-09-18
7290019056355	תפוזינה לימונענע 1.5 ל'	chains-35318063298	2026-09-18
7290100680711	אסם פירורית זהב 12*350גרם	chains-35318063298	2026-09-18
7290100700396	"אורז יסמין קלאסי 1 ק""ג סוגת"	chains-35318063298	2026-09-18
7290102062195	משחת שיניים ג'וניור לגילאי 6-12	chains-35318063298	2026-09-18
7290103129378	ספיד סטיק X5 דאודורנט גל הגנה משולבת 85ג	chains-35318063298	2026-09-18
7290104508943	חטיף במבה קלאסית ענק	chains-35318063298	2026-09-18
7290105362339	שמנת לבישול יטבתה 15% שומן	chains-35318063298	2026-09-18
7290106520912	שמנת לבישול יטבתה, 9% שומן	chains-35318063298	2026-09-18
7290106525504	טעמי בייגלה וועסטהיים	chains-35318063298	2026-09-18
7290106578821	הבית עוגת שמרים שוקולד קלאסית 8*350ג	chains-35318063298	2026-09-18
7290107280570	סנו מקסימה - ג'ל כביסה מרוכז לכביסה צבעונית 3 ליטר	chains-35318063298	2026-09-18
7290107871990	אסם פסטה צינורות איטלקי 12*500גרם	chains-35318063298	2026-09-18
7290107932080	יטבתה חלב בבקבוק 3% מועשר 1ל	chains-35318063298	2026-09-18
7290109352916	פיטנס בר פריכיות שוקולד לבן 12*84גרם	chains-35318063298	2026-09-18
7290110561352	דנונה דל לקטוז בתוספת סידן	chains-35318063298	2026-09-18
7290111346347	קלינקס אוריגינל מגבוני אף ניילון חמישייה	chains-35318063298	2026-09-18
7290112494351	קורנפלקס של אלופים 850 גרם	chains-35318063298	2026-09-18
7290112495105	נשנושים ט.שמנת+בצל260ג	chains-35318063298	2026-09-18
7290112495754	הלמנס רוטב אלף האיים 305 גרם	chains-35318063298	2026-09-18
7290112961440	פיטנס פריכיות דגנים מצופות שוקולד מריר	chains-35318063298	2026-09-18
7290112968807	פיטנס קרקר דק סלק 140 גרם	chains-35318063298	2026-09-18
7290114310406	יוגורט מוקצף תות Muller	chains-35318063298	2026-09-18
7290118422723	ערגליות מיניס בטעם תות 12*300ג	chains-35318063298	2026-09-18
7290119373024	טבלת פ.זמן ש.חלב במילוי וופל וקרם א.לוז	chains-35318063298	2026-09-18
7290119377084	שוקולד חלב עם קרם וש. שקדים	chains-35318063298	2026-09-18
7290119379873	צנצנת קוביות קולה חמוץ 60ג	chains-35318063298	2026-09-18
7290122783926	אוסם - במבה מאנצ' חמוץ חריף 60 גרם	chains-35318063298	2026-09-18
7622210137234	עוגיות אוראו עם דאבל קרם וניל	chains-35318063298	2026-09-18
77245110610	סוכריות מאסט ללא סוכר בטעם מנטה 80 ג'עלית	chains-35318063298	2026-09-18
8000500426494	נוטלה על בסיס רכיבים צמחיים 350 גרם	chains-35318063298	2026-09-18
8076802085981	ברילה צ.ק פוזילי חדש 500גרם	chains-35318063298	2026-09-18
8420822132475	"סופר מסיר שומנים 750 מ""ל"	chains-35318063298	2026-09-18
8700216527842	"פנטן שמפו שמן משקם 600 מ""ל"	chains-35318063298	2026-09-18
8718951819917	"קולגייט משחת ילדים 6+ הארי פוטר 50 מ""ל"	chains-35318063298	2026-09-18
90486869	רד בול משקה אנרגיה אפרסק פחית 250 מל	chains-35318063298	2026-09-18
16000548909	קראנצ'י שיבולת שועל במגוון טעמים	chains-35318063298	2026-09-18
4004666042004	מלרוד מרסס משמיד עובש 500 מל	chains-35318063298	2026-09-18
4015400564454	מגן תחתון אולוויז מגה פק לארג' 68 יחידות	chains-35318063298	2026-09-18
4891228430092	4סכינ.גילוח אקסטרים3 אשה	chains-35318063298	2026-09-18
5000159560511	סניקרס חטיף בודד 50 גרם	chains-35318063298	2026-09-18
5029053535234	16טמפונ.קוטקס מוליך סופר	chains-35318063298	2026-09-18
5411188115434	אלפרו משקה בריסטה סויה 1 ליטר	chains-35318063298	2026-09-18
7290000040974	חלב טרי 2% דל לקטוז 1 ל	chains-35318063298	2026-09-18
7290000048192	גב.לבנה רכה 9% 250 גרם	chains-35318063298	2026-09-18
7290000065540	מנה חמה פסטה מוקרמת בדץ 12*55גרם	chains-35318063298	2026-09-18
7290000070353	אסם אבקת מרק בצל רכיבים טבעיים 6*400ג	chains-35318063298	2026-09-18
7290000072777	טייסטרס צוייס נטול קופאין 12*200גרם	chains-35318063298	2026-09-18
7290000073415	מנה חמה פסטה ברוטב פיצה 12*61גרם	chains-35318063298	2026-09-18
7290000074481	לחמית אגוזים 160 גרם	chains-35318063298	2026-09-18
7290000075693	הבית עוגת שמרים בריוש שוקולד 8*360גרם	chains-35318063298	2026-09-18
7290000110844	חטיף כיפלי בטעם גריל70ג	chains-35318063298	2026-09-18
7290000111186	מיונז אמיתי תלמה 500 גרם	chains-35318063298	2026-09-18
7290000120874	מיונז לייט מופחת קלוריות הלמנס - 424 גרם	chains-35318063298	2026-09-18
7290000144467	שמן חמניות מועשר בנוגדי חמצון	chains-35318063298	2026-09-18
7290000169538	"נמס בכוס עגבניות וקרוטון קנור 31 גרם מארז זוגי בד""צ"	chains-35318063298	2026-09-18
7290000191539	לילי צבעוני חמישייה-450 דף	chains-35318063298	2026-09-18
7290000193205	לילי תחבושות פדים ללילה 20יח'	chains-35318063298	2026-09-18
7290000211503	"סוכר סוגת 1 ק""ג"	chains-35318063298	2026-09-18
7290000313290	נודלס אטריות מסולסל200גר	chains-35318063298	2026-09-18
7290000554624	ירח מתוק מעדן חלב עם אורז	chains-35318063298	2026-09-18
7290001491096	ויסוצקי ירוק לימונית ולואיזה	chains-35318063298	2026-09-18
7290002331360	‫שישיית נביעות TOGO מים מינרליים - 500 מ״ל	chains-35318063298	2026-09-18
7290003387410	בלונס פדים להסרת איפור שלישיה	chains-35318063298	2026-09-18
7290003450602	חרדל היינץ לחיץ 255 גרם	chains-35318063298	2026-09-18
7290003643387	"סוכר לבן בצנצנת 1 ק""ג סוגת"	chains-35318063298	2026-09-18
7290003643745	כוסמת 500 גרם	chains-35318063298	2026-09-18
7290004011284	"ריץ' בסיס להכנת קצפת 212 מ""ל"	chains-35318063298	2026-09-18
7290004127817	גבינה לבנה 9% תנובה 500 גרם	chains-35318063298	2026-09-18
7290004129101	נפוליאון 25% טבעי גביע  225  גרם	chains-35318063298	2026-09-18
7290004129156	נפוליאון 25% שום שמיר גביע 225 גרם	chains-35318063298	2026-09-18
7290004136598	מארז הפסקת אוכל חלב מיוחד לילדים ודגנים	chains-35318063298	2026-09-18
7290004584351	גב.סימפוניה 5% 200 גרם	chains-35318063298	2026-09-18
7290005427107	מגבות הפלא מארז שישייה	chains-35318063298	2026-09-18
7290006251589	תה ירוק נענע 50 שקיקים	chains-35318063298	2026-09-18
7290006992161	מטרנה דייסת קורנפלור פרוביוטיקה 12*200ג	chains-35318063298	2026-09-18
7290006992208	מטרנה דייסת דגנים פרוביוטיקה 12*200גרם	chains-35318063298	2026-09-18
7290011126469	ויסוצקי הגן הקסום תה קמומיל ודבש	chains-35318063298	2026-09-18
7290012117350	סנו ריצפז פרש לילך 2ליטר	chains-35318063298	2026-09-18
7290012938740	משחת שיניים סנסודיין מנטה מרענן	chains-35318063298	2026-09-18
7290013083678	מטרנה אקסטרה קר שלב2 700	chains-35318063298	2026-09-18
7290013848758	ג'ל כביסה בייבי 3ליטר	chains-35318063298	2026-09-18
7290016509830	פרסיל ג'ל סנסטיב לבגדי תינוקות ולבעלי עור רגיש 2.5	chains-35318063298	2026-09-18
7290016866650	"משחת שיניים פרודונטקס אורגינל 75 מ""ל"	chains-35318063298	2026-09-18
7290017065137	ריקוטה למריחה 5% 200 גרם	chains-35318063298	2026-09-18
7290017812571	מיץ ענבים תירוש אדום יקבי כרמל 1 ל'	chains-35318063298	2026-09-18
7290018471920	שוופס מוגז פירות ענבים 1.5 ל'	chains-35318063298	2026-09-18
7290019056249	שוופס מים בטעמים ענבים 1.5 ל'	chains-35318063298	2026-09-18
7290019056256	שוופס מים בטעמים תפוחים 1.5 ל'	chains-35318063298	2026-09-18
7290019056270	שוופס מים בטעמים פירות יער 1.5 ל'	chains-35318063298	2026-09-18
7290019056546	פרוט ווטר אבטיח 1.5 ל'	chains-35318063298	2026-09-18
7290019232582	חליטת קרה בטעם לימונענע	chains-35318063298	2026-09-18
7290100240656	פתית קרקר פריך משיפון	chains-35318063298	2026-09-18
7290101863410	"סיליט באנג ספריי אקונומיקה 750 מ""ל"	chains-35318063298	2026-09-18
7290102398669	משקה חלב בטעם קפוצ'ינו	chains-35318063298	2026-09-18
7290104501661	אסם פודינג בטעם וניל צרפתי 12*80גרם	chains-35318063298	2026-09-18
7290105965738	דנונה לשתיה תות בננה 267גר'	chains-35318063298	2026-09-18
7290105968654	רביולי בטטה פרווה 400 גרם	chains-35318063298	2026-09-18
7290106664067	לאבנה שטראוס שמן זית וזעתר	chains-35318063298	2026-09-18
7290107280020	מטליות לחות לניקוי כללי	chains-35318063298	2026-09-18
7290107647854	"שוגי מופחת סוכר תלמה 500 ג' בד""צ"	chains-35318063298	2026-09-18
7290107951715	מאסט צנצנת קוביות ענבים 58 גרם	chains-35318063298	2026-09-18
7290107954709	קונפיטורה פירות יער 340	chains-35318063298	2026-09-18
7290109923529	"דזיטול מרסס לחיטוי רב תכליתי 750 מ""ל יעקבי"	chains-35318063298	2026-09-18
7290110320850	פתיתי עמק 28% שומן, 200 גרם	chains-35318063298	2026-09-18
7290110320867	פתיתי עמק 28% 500גרם	chains-35318063298	2026-09-18
7290110328627	יוגורט גו סמיך 0% בננה קרמל	chains-35318063298	2026-09-18
7290110328764	יופלה GO יוגורט סמיך תות	chains-35318063298	2026-09-18
7290110328788	יוגורט גו סמיך 0% אפרסק	chains-35318063298	2026-09-18
7290110329136	מעדן חלב גו בטעם שוקולד 12 ג' חלבון	chains-35318063298	2026-09-18
7290110556884	מאסט וויט מנטה מתוקה 66 גרם	chains-35318063298	2026-09-18
7290110557133	מעדן הגולן וניל 125 גרם	chains-35318063298	2026-09-18
7290112005045	וניש אבקה לבנה מולטי פאואר 480 גרם	chains-35318063298	2026-09-18
7290112005656	וניש ג'ל 2.75 ל' מולטי-פאוור לכביסה לבנה	chains-35318063298	2026-09-18
7290112344724	מילקי בטעם שוקולד בלונדי עם קצפת	chains-35318063298	2026-09-18
7290112492548	"מרכך פינוק לשיער יבש 700 מ""ל"	chains-35318063298	2026-09-18
7290112492999	קנור מרק טעם עוף 400 גר	chains-35318063298	2026-09-18
7290112495785	הלמנס רוטב שום 300 גרם	chains-35318063298	2026-09-18
7290112967138	אסם בייגלה שמיניות ללא גלוטן חדש 6*250ג	chains-35318063298	2026-09-18
7290112968821	פיטנס קרקר דק בטטה 140 גרם	chains-35318063298	2026-09-18
7290113192478	מלפפונים במלח בינוניים‎ 10?12	chains-35318063298	2026-09-18
7290113192485	מלפפונים בחומץ בינוניים‎ 10?12	chains-35318063298	2026-09-18
7290113192539	מלפפונים במלח גדולים‎ 7?9	chains-35318063298	2026-09-18
7290113192546	מלפפון בחומץ 7-9 בית השיטה	chains-35318063298	2026-09-18
7290113192560	פלפל שיפקה חריף כבוש	chains-35318063298	2026-09-18
7290114312813	אמנטל נעם פתיחה חוזרת 200 גרם	chains-35318063298	2026-09-18
7290114600941	מאסטר שף מיונז לחיץ 435 גרם	chains-35318063298	2026-09-18
7290115206333	אסם עוגיות מיני שוקוצ'יפס 12*225גרם חדש	chains-35318063298	2026-09-18
7290116932484	יוגורט גו במרקם אוורירי בטעם וניל 200 גרם	chains-35318063298	2026-09-18
7290119371822	מעדן ביו סויה בתוספת חיידק פרוביוטי, סידן וויטמינים	chains-35318063298	2026-09-18
7290119371860	מעדן ביו סויה עם אפרסק בתוספת חיידק פרוביוטי, סידן וויטמינים	chains-35318063298	2026-09-18
7290119776948	שוופס מוגז עדין אבטיח 1.5 ליטר	chains-35318063298	2026-09-18
7290119778799	שוופס מוגז פירות אוכמניות 1.5 ליטר	chains-35318063298	2026-09-18
7290121162548	מאסטר שף תבשיל אישי בטעם אסיאתי חריף 60 גרם	chains-35318063298	2026-09-18
7290122782356	ערגליות תמרים 270 גרם	chains-35318063298	2026-09-18
72963753	שמ.של פעם חמוצה27% 200ג	chains-35318063298	2026-09-18
72986424	"גל.קרם עוגיות 500 מ""ל"	chains-35318063298	2026-09-18
7622202262593	מילקה שוקולד חלב עם אגוזים 90 גרם כשלפ	chains-35318063298	2026-09-18
8000380004911	וופל במילוי קרם אגוזי לוז	chains-35318063298	2026-09-18
8000500267103	עוגת ספוג קקאו במילוי חלבי	chains-35318063298	2026-09-18
8000500310397	ביסקוויט נוטלה 166 גרם	chains-35318063298	2026-09-18
8000500366073	ביסקוויט נוטלה 276 גרם	chains-35318063298	2026-09-18
8000500391228	עוגיות קינדריני 250 גרם	chains-35318063298	2026-09-18
8000500447130	קינדר קינדריני מאגדת 100 גרם	chains-35318063298	2026-09-18
80050124	טיק טק סוכריות מנטה16גרם	chains-35318063298	2026-09-18
80136194	קינדר הפי היפו אגוזי לוז חמישיה	chains-35318063298	2026-09-18
80177609	אצבעות שוקולד קינדר50גרם	chains-35318063298	2026-09-18
80177616	אצבעות שוקולד קינדר100גר	chains-35318063298	2026-09-18
80864295	"מנטוס - בקבוקון פיור וייט בטעם מנטה עדינה 60 גרם לל""ס"	chains-35318063298	2026-09-18
8410066140190	"קטשופ היינץ 700 גרם כשל""פ"	chains-35318063298	2026-09-18
8423207207362	חטיף דגנים סלים דליס שוקולד לבן	chains-35318063298	2026-09-18
8445291298729	טומי מיונז אמיתי 170 גרם	chains-35318063298	2026-09-18
856591000062	עוגיות מזרחיות מלח400גרם	chains-35318063298	2026-09-18
856591000994	מארז חטיף גריל 8*40 גרם	chains-35318063298	2026-09-18
8700216527675	פנטן מרכך שמן משקם 600 מל	chains-35318063298	2026-09-18
87108538	סוכריות מנטוס בגליל תות	chains-35318063298	2026-09-18
8715700422473	היינץ ממרח לחיץ ללא חומרים משמרים 395 גר	chains-35318063298	2026-09-18
8718951689848	"קולגייט משחת שיניים טוטאל אוריג'ינל 100 מ""ל"	chains-35318063298	2026-09-18
8718951689985	משחת שיניים טוטאל הלבנה למתקדמת 24 שעות הגנה*	chains-35318063298	2026-09-18
90446269	רד בול אבטיח פחית 250 מל	chains-35318063298	2026-09-18
4009900420198	מסטיק אורביט אבטיח 64 גר	chains-35318063298	2026-09-18
4009900531122	מסטיק אורביט פרופשיונל מנטה עדינה ללא סוכר	chains-35318063298	2026-09-18
5029053538426	11 חיתולי שחיה האגיס L	chains-35318063298	2026-09-18
7290000040318	גבי. עדי ברי רכה24% 125ג	chains-35318063298	2026-09-18
7290000065090	אסם מיני קרוטונים למרק וסלט 12*400גרם	chains-35318063298	2026-09-18
7290000080765	אסם טוסטעים עם שומשום 14*100גרם	chains-35318063298	2026-09-18
7290000113180	כיפלי צ'יפס 50 גרם	chains-35318063298	2026-09-18
7290000135045	"משקה אנרגיה XL TEN תפוח 250 מ""ל"	chains-35318063298	2026-09-18
7290000193083	נובה לי לילי 28 יח'	chains-35318063298	2026-09-18
7290000204611	ניקול ספוגית הקסם *6	chains-35318063298	2026-09-18
7290000289748	סנו פורטה מסיר שומנים750	chains-35318063298	2026-09-18
7290000313160	אסם עוגיות שוקולד זהבה גביע 12*250גרם	chains-35318063298	2026-09-18
7290000342856	מרכך כביסה כחול בדין 4 ליטר	chains-35318063298	2026-09-18
7290000346120	קסם הקינמון הגן הקסום	chains-35318063298	2026-09-18
7290000446547	"חמאת בוטנים טבעית 350 גרם כשל""פ בית יוסף"	chains-35318063298	2026-09-18
7290000453422	בצק פילו 14דפים למאפים מתוקים ומלוחים	chains-35318063298	2026-09-18
7290000453866	נטורינה בשמן קוקוס 200גר	chains-35318063298	2026-09-18
7290001485026	גבינה במרקם שמנת עם זיתים 5%	chains-35318063298	2026-09-18
7290001780428	מאגדת שלגונים מופחתי קלוריות בטעם שוקולד - 6 יח׳	chains-35318063298	2026-09-18
7290002107491	גב.עיזים5% למריחה 250 גר	chains-35318063298	2026-09-18
7290004122195	פרוסות גבינה חצי קשה, 28% שומן	chains-35318063298	2026-09-18
7290004130916	יופלה פירות יער+שמנת150ג	chains-35318063298	2026-09-18
7290006251343	תה הגן הקסום מנגו פסיפלורה 25 יח'	chains-35318063298	2026-09-18
7290006492630	גליל גבינת עיזים16% 180ג	chains-35318063298	2026-09-18
7290006492852	גבינה לבנה 5% עיזים 250ג	chains-35318063298	2026-09-18
7290006664532	דנונה תות 3% 150 גרם	chains-35318063298	2026-09-18
7290006788481	נושם  ספריי כחום SUNRISE	chains-35318063298	2026-09-18
7290008345583	סלט איקרה ורודה בטעם ביתי 300 גרם	chains-35318063298	2026-09-18
7290008464611	הסודה של טמפו, 275 מל	chains-35318063298	2026-09-18
7290008801850	יין אמרלד ריזלינג-קולומברד סלקטד יקבי כרמל	chains-35318063298	2026-09-18
7290010154012	סלט לימון כבוש 250 גרם	chains-35318063298	2026-09-18
7290011877866	אבקת כביסה מקסימה מאסק 6 קג	chains-35318063298	2026-09-18
7290012001994	חרדל דיגון גרעינים 350 גר ריין דיז`ון	chains-35318063298	2026-09-18
7290012404955	ספרינג קולקשן נקטר חמוציות 1.25 ל'	chains-35318063298	2026-09-18
7290012561405	בצל קצוץ ומטוגן 180 גר דורות	chains-35318063298	2026-09-18
7290012823602	נייר טואלט דו שכבתי, 32 גלילים	chains-35318063298	2026-09-18
7290012884986	"צ'יפס לתנור 4% שומן 1.5 ק""ג"	chains-35318063298	2026-09-18
7290013268884	ריצפז פרש מאסק 2 ליטר	chains-35318063298	2026-09-18
7290013585257	ספרייט זירו 0.5 ליטר	chains-35318063298	2026-09-18
